number	value fitness deviation


 7069,	80076.223,39760.033,8601.916


 7070,	80076.223,39580.329,7162.646


 7071,	80076.223,40329.050,7990.995


 7072,	80076.223,39988.645,7350.754


 7073,	80076.223,40875.794,8129.942


 7074,	80076.223,41765.876,7266.489


 7075,	80076.223,41931.500,6468.400


 7076,	80076.223,42714.404,7606.653


 7077,	80076.223,43283.320,8139.672


 7078,	80076.223,44867.950,9094.072


 7079,	80076.223,46748.758,8952.267


 7080,	80076.223,45038.273,8294.219


 7081,	80076.223,47471.414,8353.253


 7082,	80076.223,47526.175,6422.536


 7083,	80076.223,46593.476,6715.405


 7084,	80076.223,45041.221,6322.583


 7085,	80076.223,44066.244,7819.446


 7086,	80076.223,43071.211,6065.609


 7087,	80076.223,43109.943,10196.184


 7088,	80076.223,41987.000,10477.907


 7089,	80076.223,42106.415,9885.431


 7090,	80076.223,42547.285,8487.118


 7091,	80076.223,43227.225,8659.987


 7092,	80076.223,45372.155,9181.398


 7093,	80076.223,46109.734,9039.673


 7094,	80076.223,45339.031,10608.975


 7095,	80076.223,45738.504,8138.954


 7096,	80076.223,46705.773,8690.359


 7097,	80076.223,46645.865,8860.314


 7098,	80076.223,46219.736,7402.207


 7099,	80076.223,42386.981,9617.266


 7100,	80076.223,41668.241,10403.539


 7101,	80076.223,44540.159,9295.247


 7102,	80076.223,44715.278,8991.692


 7103,	80076.223,44935.069,7014.059


 7104,	80076.223,44414.524,7526.698


 7105,	80076.223,39898.539,9631.991


 7106,	80076.223,39442.969,7918.733


 7107,	80076.223,40195.672,8576.514


 7108,	80076.223,39037.255,9938.838


 7109,	80076.223,39961.716,9925.960


 7110,	80076.223,42257.412,8184.142


 7111,	80076.223,42546.747,9207.384


 7112,	80076.223,40473.355,6852.517


 7113,	80076.223,41258.053,7846.101


 7114,	80076.223,42017.735,6463.711


 7115,	80076.223,41356.351,7888.887


 7116,	80076.223,43441.928,8725.697


 7117,	80076.223,44518.764,9476.495


 7118,	80076.223,44480.251,8536.947


 7119,	80076.223,43082.977,7207.881


 7120,	80076.223,42991.217,6000.730


 7121,	80076.223,43362.975,6234.134


 7122,	80076.223,43097.010,6667.339


 7123,	80076.223,45020.682,7490.124


 7124,	80076.223,44617.313,6732.330


 7125,	80076.223,45684.828,9429.125


 7126,	80076.223,43978.855,9306.695


 7127,	80076.223,42923.775,9532.771


 7128,	80076.223,44210.634,10320.693


 7129,	80076.223,45726.421,10120.548


 7130,	80076.223,46107.061,9805.108


 7131,	80076.223,45800.523,8011.684


 7132,	80076.223,45066.395,7826.277


 7133,	80076.223,44916.532,8148.583


 7134,	80076.223,43336.728,8691.945


 7135,	80076.223,40617.089,7966.784


 7136,	80076.223,42487.830,8663.578


 7137,	80076.223,42945.106,7296.268


 7138,	80076.223,44740.149,7226.300


 7139,	80076.223,43659.656,7823.984


 7140,	80076.223,44723.303,10412.057


 7141,	80076.223,43446.288,12029.405


 7142,	80076.223,43900.603,10786.921


 7143,	80076.223,45377.867,8435.508


 7144,	80076.223,44832.572,8725.313


 7145,	80076.223,42745.170,10252.558


 7146,	80076.223,42563.451,10588.394


 7147,	80076.223,44233.524,10273.963


 7148,	80076.223,42185.829,9015.201


 7149,	80076.223,42958.080,9144.950


 7150,	80076.223,43958.564,8109.276


 7151,	80076.223,43730.899,8932.421


 7152,	80076.223,45977.802,8749.965


 7153,	80076.223,43892.653,7955.741


 7154,	80076.223,41738.818,10701.053


 7155,	80076.223,42541.398,10865.283


 7156,	80076.223,42430.224,9514.698


 7157,	80076.223,44631.802,10979.230


 7158,	80076.223,43442.138,9637.599


 7159,	80076.223,42915.365,10908.516


 7160,	80076.223,43473.526,9861.656


 7161,	80076.223,44663.473,8272.189


 7162,	80076.223,44824.793,7204.998


 7163,	80076.223,43922.481,9170.111


 7164,	80076.223,43142.839,8540.784


 7165,	80076.223,41872.257,7802.197


 7166,	80076.223,44169.046,9312.320


 7167,	80076.223,42885.842,11201.502


 7168,	80076.223,42673.757,10155.047


 7169,	80076.223,43338.650,10120.730


 7170,	80076.223,41766.976,7393.595


 7171,	80076.223,41427.107,8068.222


 7172,	80076.223,39699.093,10513.834


 7173,	80076.223,41469.914,8743.211


 7174,	80076.223,37912.319,8225.112


 7175,	80076.223,38243.988,7601.745


 7176,	80076.223,37401.334,7760.372


 7177,	80076.223,38491.442,7751.676


 7178,	80076.223,38589.131,9087.322


 7179,	80076.223,40876.941,9576.724


 7180,	80076.223,42895.215,7131.054


 7181,	80076.223,40063.483,6668.707


 7182,	80076.223,38450.678,8623.462


 7183,	80076.223,36195.668,7014.616


 7184,	80076.223,34529.467,8849.426


 7185,	80076.223,35329.556,7227.074


 7186,	80076.223,37180.030,6709.005


 7187,	80076.223,39291.649,7875.053


 7188,	80076.223,40333.740,9689.363


 7189,	80076.223,38040.395,7998.322


 7190,	80076.223,39500.818,7618.252


 7191,	80076.223,41173.302,7550.373


 7192,	80076.223,41662.680,8065.649


 7193,	80076.223,40491.537,8319.270


 7194,	80076.223,41304.811,6628.469


 7195,	80076.223,40185.576,7256.832


 7196,	80076.223,40871.664,9169.428


 7197,	80076.223,43126.484,8066.011


 7198,	80076.223,45249.569,8447.217


 7199,	80076.223,44962.585,8576.204


 7200,	80076.223,43318.181,10017.803


 7201,	80076.223,43498.943,9428.149


 7202,	80076.223,42477.529,8601.075


 7203,	80076.223,44311.579,6848.002


 7204,	80076.223,43081.963,8238.962


 7205,	80076.223,43925.214,6532.725


 7206,	80076.223,42574.534,8225.715


 7207,	80076.223,42904.511,8447.570


 7208,	80076.223,42469.269,7516.020


 7209,	80076.223,44540.802,8909.315


 7210,	80076.223,45871.026,10629.764


 7211,	80076.223,44924.158,9826.395


 7212,	80076.223,46456.955,9937.002


 7213,	80076.223,47474.914,10017.804


 7214,	80076.223,49980.237,12351.992


 7215,	80076.223,46209.297,10572.221


 7216,	80076.223,45897.357,10040.275


 7217,	80076.223,47001.607,8354.200


 7218,	80076.223,50939.451,8612.918


 7219,	80076.223,50758.076,8507.576


 7220,	80076.223,47660.086,9511.981


 7221,	80076.223,48417.773,9576.943


 7222,	80076.223,44667.201,9274.196


 7223,	80076.223,45607.363,7984.243


 7224,	80076.223,45460.441,8379.364


 7225,	80076.223,47206.081,9948.186


 7226,	80076.223,42674.818,7135.005


 7227,	80076.223,43715.660,8245.344


 7228,	80076.223,43153.869,8388.988


 7229,	80076.223,42527.010,11316.973


 7230,	80076.223,40556.689,12101.486


 7231,	80076.223,43296.499,11306.316


 7232,	80076.223,41665.746,10198.982


 7233,	80076.223,41910.376,9676.191


 7234,	80076.223,42515.192,10049.915


 7235,	80076.223,38678.609,7908.564


 7236,	80076.223,37572.695,7235.287


 7237,	80076.223,39964.070,7807.052


 7238,	80076.223,40373.003,9767.092


 7239,	80076.223,41225.809,9611.816


 7240,	80076.223,42992.144,12022.487


 7241,	80076.223,45048.044,9355.809


 7242,	80076.223,48477.732,10185.404


 7243,	80076.223,47980.338,11396.610


 7244,	80076.223,46524.896,9788.066


 7245,	80076.223,44259.494,10320.872


 7246,	80076.223,45708.411,8647.813


 7247,	80076.223,45893.146,9138.582


 7248,	80076.223,45166.648,6679.460


 7249,	80076.223,46398.849,8377.687


 7250,	80076.223,45241.024,7433.402


 7251,	80076.223,45640.396,6444.728


 7252,	80076.223,44084.188,5675.303


 7253,	80076.223,43744.373,5765.937


 7254,	80076.223,42651.982,6004.321


 7255,	80076.223,44051.415,9046.898


 7256,	80076.223,43722.391,8017.656


 7257,	80076.223,44546.878,11520.601


 7258,	80076.223,44180.304,11882.597


 7259,	80076.223,43959.010,11526.498


 7260,	80076.223,44534.130,10007.531


 7261,	80076.223,45030.332,10737.598


 7262,	80076.223,42473.388,9742.466


 7263,	80076.223,42646.156,9231.773


 7264,	80076.223,45485.138,7135.518


 7265,	80076.223,44199.275,6896.112


 7266,	80076.223,45867.906,9870.425


 7267,	80076.223,47362.771,10360.734


 7268,	80076.223,46374.948,7516.758


 7269,	80076.223,47325.138,8773.811


 7270,	80076.223,48606.102,8487.801


 7271,	80076.223,49187.383,8169.955


 7272,	80076.223,46054.157,9347.362


 7273,	80076.223,47265.704,8655.833


 7274,	80076.223,46860.403,9740.968


 7275,	80076.223,48043.596,8854.680


 7276,	80076.223,45707.463,8329.436


 7277,	80076.223,45370.350,6242.549


 7278,	80076.223,42881.048,6428.365


 7279,	80076.223,41902.454,8530.975


 7280,	80076.223,42057.648,9006.976


 7281,	80076.223,42353.899,9006.813


 7282,	80076.223,39840.087,9791.803


 7283,	80076.223,39290.095,8200.798


 7284,	80076.223,41552.831,8853.252


 7285,	80076.223,41045.532,8329.810


 7286,	80076.223,41019.712,10550.039


 7287,	80076.223,40835.025,9653.799


 7288,	80076.223,41584.896,10061.914


 7289,	80076.223,41161.805,7060.580


 7290,	80076.223,42099.834,9131.818


 7291,	80076.223,40634.627,9115.583


 7292,	80076.223,42197.263,9054.028


 7293,	80076.223,42516.779,9087.893


 7294,	80076.223,42012.997,8773.070


 7295,	80076.223,42222.180,9289.380


 7296,	80076.223,45442.138,8948.306


 7297,	80076.223,47665.632,5618.848


 7298,	80076.223,46224.399,5793.787


 7299,	80076.223,45390.749,8633.689


 7300,	80076.223,46893.444,8464.565


 7301,	80076.223,45236.024,9386.693


 7302,	80076.223,44305.460,10092.770


 7303,	80076.223,43074.374,9184.079


 7304,	80076.223,43067.227,7411.867


 7305,	80076.223,42331.049,8755.608


 7306,	80076.223,42879.221,8247.064


 7307,	80076.223,43566.836,9283.162


 7308,	80076.223,43231.043,8045.629


 7309,	80076.223,42018.272,9818.413


 7310,	80076.223,43847.451,8312.562


 7311,	80076.223,41265.519,7074.747


 7312,	80076.223,40872.133,8466.540


 7313,	80076.223,41236.557,8328.296


 7314,	80076.223,42704.781,9233.661


 7315,	80076.223,44026.670,10611.339


 7316,	80076.223,47029.971,11849.254


 7317,	80076.223,43086.359,9733.070


 7318,	80076.223,42315.077,10374.793


 7319,	80076.223,40767.709,9176.265


 7320,	80076.223,40421.997,8181.082


 7321,	80076.223,41764.960,7511.697


 7322,	80076.223,40144.164,6511.597


 7323,	80076.223,38774.308,9422.307


 7324,	80076.223,39696.915,8248.479


 7325,	80076.223,40171.575,8665.092


 7326,	80076.223,41807.701,9084.833


 7327,	80076.223,43215.467,9342.604


 7328,	80076.223,47508.919,13020.892


 7329,	80076.223,46484.452,13059.168


 7330,	80076.223,50215.089,14699.981


 7331,	80076.223,50933.709,12372.524


 7332,	80076.223,46399.224,11044.934


 7333,	80076.223,47870.849,12713.327


 7334,	80076.223,47566.901,11383.214


 7335,	80076.223,47680.232,10641.336


 7336,	80076.223,46968.047,9649.895


 7337,	80076.223,45215.727,10434.870


 7338,	80076.223,46087.477,9453.059


 7339,	80076.223,47157.199,7231.750


 7340,	80076.223,45972.915,8131.132


 7341,	80076.223,47306.580,7979.783


 7342,	80076.223,45075.188,7955.794


 7343,	80076.223,44547.835,8727.571


 7344,	80076.223,45341.287,9628.579


 7345,	80076.223,46259.999,8028.106


 7346,	80076.223,43924.388,8319.739


 7347,	80076.223,42386.818,8861.858


 7348,	80076.223,42548.717,9506.248


 7349,	80076.223,43143.993,8369.261


 7350,	80076.223,40521.502,9068.710


 7351,	80076.223,42258.971,9551.213


 7352,	80076.223,44411.218,9865.921


 7353,	80076.223,44758.636,10056.077


 7354,	80076.223,44552.369,9325.222


 7355,	80076.223,45237.235,8338.983


 7356,	80076.223,47515.866,11331.127


 7357,	80076.223,48806.210,12179.162


 7358,	80076.223,49251.005,10111.217


 7359,	80076.223,46591.347,8706.146


 7360,	80076.223,47777.356,10040.695


 7361,	80076.223,50371.182,8002.958


 7362,	80076.223,51339.661,9272.400


 7363,	80076.223,47417.824,12837.273


 7364,	80076.223,48397.700,12839.565


 7365,	80076.223,47470.200,9884.716


 7366,	80076.223,45950.118,10232.064


 7367,	80076.223,51982.418,11541.602


 7368,	80076.223,50994.338,9309.156


 7369,	80076.223,50014.455,6972.217


 7370,	80076.223,48429.788,11195.381


 7371,	80076.223,49533.742,10019.448


 7372,	80076.223,46833.322,9320.419


 7373,	80076.223,45903.732,8556.688


 7374,	80076.223,43940.773,8768.729


 7375,	80076.223,43598.145,8299.468


 7376,	80076.223,40086.705,8871.231


 7377,	80076.223,40516.891,8860.962


 7378,	80076.223,44186.275,10499.219


 7379,	80076.223,45840.661,11373.665


 7380,	80076.223,45437.066,9629.371


 7381,	80076.223,44894.349,9129.490


 7382,	80076.223,44007.921,9386.092


 7383,	80076.223,40638.145,10340.666


 7384,	80076.223,43734.089,10872.871


 7385,	80076.223,46574.553,10897.270


 7386,	80076.223,44940.754,10810.081


 7387,	80076.223,42616.829,8928.502


 7388,	80076.223,42931.800,8925.335


 7389,	80076.223,42169.734,8322.181


 7390,	80076.223,41191.923,9697.844


 7391,	80076.223,43243.719,10212.517


 7392,	80076.223,43536.159,8527.053


 7393,	80076.223,42652.366,7575.153


 7394,	80076.223,41023.150,8896.481


 7395,	80076.223,39588.530,8184.356


 7396,	80076.223,38452.455,7008.385


 7397,	80076.223,37839.403,6701.299


 7398,	80076.223,38587.634,5715.461


 7399,	80076.223,39890.200,8200.793


 7400,	80076.223,40310.707,8480.437


 7401,	80076.223,40933.883,9428.735


 7402,	80076.223,41942.737,9006.192


 7403,	80076.223,39881.572,9704.510


 7404,	80076.223,43293.944,9633.607


 7405,	80076.223,41637.461,9455.201


 7406,	80076.223,42253.669,9354.313


 7407,	80076.223,44133.851,9061.249


 7408,	80076.223,40580.803,9503.934


 7409,	80076.223,39111.993,11108.994


 7410,	80076.223,38844.917,10458.608


 7411,	80076.223,41267.774,11151.733


 7412,	80076.223,42091.186,8749.307


 7413,	80076.223,41594.787,8797.782


 7414,	80076.223,41343.930,8013.298


 7415,	80076.223,40939.881,8564.731


 7416,	80076.223,40763.905,10231.410


 7417,	80076.223,38154.143,8146.728


 7418,	80076.223,36993.008,9369.849


 7419,	80076.223,38088.325,8503.837


 7420,	80076.223,39160.084,7024.619


 7421,	80076.223,40072.745,8529.461


 7422,	80076.223,38052.659,6752.086


 7423,	80076.223,39009.743,6216.267


 7424,	80076.223,38759.571,5689.301


 7425,	80076.223,40151.208,7842.489


 7426,	80076.223,38972.658,8389.769


 7427,	80076.223,38933.521,8718.652


 7428,	80076.223,39624.646,8232.313


 7429,	80076.223,39850.804,9888.499


 7430,	80076.223,41182.170,8422.541


 7431,	80076.223,41241.201,9303.887


 7432,	80076.223,41383.733,10136.272


 7433,	80076.223,41001.101,8454.526


 7434,	80076.223,39966.103,7506.951


 7435,	80076.223,39086.074,8421.016


 7436,	80076.223,39038.857,8937.025


 7437,	80076.223,39755.471,8601.975


 7438,	80076.223,39276.776,8410.296


 7439,	80076.223,40773.595,6423.917


 7440,	80076.223,41618.469,9295.955


 7441,	80076.223,40483.011,8523.452


 7442,	80076.223,37816.913,8809.383


 7443,	80076.223,40888.180,9649.589


 7444,	80076.223,41731.045,9656.353


 7445,	80076.223,42379.451,10269.729


 7446,	80076.223,43208.998,9016.827


 7447,	80076.223,42722.558,10596.088


 7448,	80076.223,44657.547,11936.887


 7449,	80076.223,46173.817,8759.339


 7450,	80076.223,43262.200,7884.271


 7451,	80076.223,43440.187,9037.289


 7452,	80076.223,42191.578,9065.254


 7453,	80076.223,41807.306,8895.029


 7454,	80076.223,41771.823,9749.637


 7455,	80076.223,43877.680,10663.407


 7456,	80076.223,44228.107,7364.283


 7457,	80076.223,45476.876,7832.022


 7458,	80076.223,44381.917,8210.365


 7459,	80076.223,45000.555,7366.459


 7460,	80076.223,45394.964,9141.127


 7461,	80076.223,42147.353,9940.378


 7462,	80076.223,43064.455,10101.887


 7463,	80076.223,43294.829,9761.598


 7464,	80076.223,43917.685,9516.763


 7465,	80076.223,43231.118,9860.871


 7466,	80076.223,42992.525,11375.399


 7467,	80076.223,41055.504,9163.218


 7468,	80076.223,40846.095,7109.041


 7469,	80076.223,42921.101,8487.617


 7470,	80076.223,43685.908,10285.669


 7471,	80076.223,41850.010,7602.384


 7472,	80076.223,44039.454,8938.800


 7473,	80076.223,45205.335,9658.624


 7474,	80076.223,44795.745,10368.363


 7475,	80076.223,47190.430,9467.823


 7476,	80076.223,45913.560,10245.042


 7477,	80076.223,47946.788,9580.115


 7478,	80076.223,48049.662,9899.583


 7479,	80076.223,45745.883,10818.625


 7480,	80076.223,46573.069,9540.085


 7481,	80076.223,46486.777,10115.055


 7482,	80076.223,46075.692,10776.253


 7483,	80076.223,43963.780,8510.551


 7484,	80076.223,44597.855,8638.723


 7485,	80076.223,45012.182,8624.409


 7486,	80076.223,42887.423,8764.278


 7487,	80076.223,43923.715,8067.280


 7488,	80076.223,42980.878,7450.092


 7489,	80076.223,43526.651,6843.905


 7490,	80076.223,43424.919,6521.752


 7491,	80076.223,41558.793,6356.138


 7492,	80076.223,40255.616,6464.789


 7493,	80076.223,40039.928,5952.994


 7494,	80076.223,37820.972,8945.780


 7495,	80076.223,37058.126,8059.497


 7496,	80076.223,40129.378,7889.700


 7497,	80076.223,42198.443,8437.144


 7498,	80076.223,41281.870,8771.400


 7499,	80076.223,39819.949,9263.988


 7500,	80076.223,38662.974,9200.117


 7501,	80076.223,37066.243,7952.649


 7502,	80076.223,37637.990,8298.199


 7503,	80076.223,40535.862,11352.611


 7504,	80076.223,43758.089,12162.467


 7505,	80076.223,42932.076,10259.959


 7506,	80076.223,44478.940,8067.508


 7507,	80076.223,43023.120,9836.348


 7508,	80076.223,41852.494,10309.268


 7509,	80076.223,39005.136,9053.763


 7510,	80076.223,36824.179,10204.937


 7511,	80076.223,37178.077,9874.181


 7512,	80076.223,37316.574,10704.086


 7513,	80076.223,37756.428,9769.195


 7514,	80076.223,36670.885,8280.045


 7515,	80076.223,35832.302,8076.540


 7516,	80076.223,38896.401,8834.916


 7517,	80076.223,38463.210,10057.059


 7518,	80076.223,40919.902,10002.169


 7519,	80076.223,40763.503,9326.708


 7520,	80076.223,40335.144,11543.491


 7521,	80076.223,41383.971,9151.538


 7522,	80076.223,41742.451,9510.062


 7523,	80076.223,43726.852,8929.313


 7524,	80076.223,42039.440,8701.177


 7525,	80076.223,41211.524,8083.728


 7526,	80076.223,41796.252,7925.169


 7527,	80076.223,40667.389,6541.163


 7528,	80076.223,42441.522,7867.607


 7529,	80076.223,41679.676,8047.232


 7530,	80076.223,44344.682,9051.274


 7531,	80076.223,41698.091,8124.946


 7532,	80076.223,41289.832,9206.471


 7533,	80076.223,42036.902,10579.954


 7534,	80076.223,43069.173,9037.832


 7535,	80076.223,45758.518,9397.033


 7536,	80076.223,45275.063,7967.322


 7537,	80076.223,44355.940,9891.254


 7538,	80076.223,44129.615,8099.968


 7539,	80076.223,44651.410,8188.391


 7540,	80076.223,44799.500,6784.196


 7541,	80076.223,45206.716,6319.209


 7542,	80076.223,43787.666,7569.807


 7543,	80076.223,47087.195,9729.560


 7544,	80076.223,44619.256,8806.692


 7545,	80076.223,42104.060,8387.223


 7546,	80076.223,44546.530,8180.248


 7547,	80076.223,43728.262,7628.076


 7548,	80076.223,45730.071,10488.192


 7549,	80076.223,45840.537,10172.681


 7550,	80076.223,45745.249,10279.940


 7551,	80076.223,50100.914,9767.931


 7552,	80076.223,49967.903,8742.029


 7553,	80076.223,46061.439,9119.701


 7554,	80076.223,45762.325,10396.518


 7555,	80076.223,42793.728,8982.767


 7556,	80076.223,41669.569,9380.890


 7557,	80076.223,43170.900,9536.799


 7558,	80076.223,42062.413,10802.746


 7559,	80076.223,43113.525,10128.774


 7560,	80076.223,43556.520,7659.593


 7561,	80076.223,43913.922,6392.237


 7562,	80076.223,43072.187,7596.456


 7563,	80076.223,41305.763,7508.380


 7564,	80076.223,41483.206,7646.303


 7565,	80076.223,40555.009,9554.134


 7566,	80076.223,39033.432,9874.711


 7567,	80076.223,37465.108,10221.835


 7568,	80076.223,42637.461,8864.354


 7569,	80076.223,42132.480,7779.389


 7570,	80076.223,42932.687,8667.088


 7571,	80076.223,43332.791,8758.600


 7572,	80076.223,42545.199,10076.264


 7573,	80076.223,45270.343,8037.794


 7574,	80076.223,45884.648,7570.867


 7575,	80076.223,46717.180,8250.154


 7576,	80076.223,46925.827,7303.721


 7577,	80076.223,47705.973,8695.625


 7578,	80076.223,47342.586,7722.641


 7579,	80076.223,44891.333,8746.462


 7580,	80076.223,45530.993,8440.341


 7581,	80076.223,45795.104,10984.991


 7582,	80076.223,46730.746,12368.231


 7583,	80076.223,47487.516,8805.876


 7584,	80076.223,48340.824,8918.079


 7585,	80076.223,47557.483,9717.736


 7586,	80076.223,49884.017,11242.868


 7587,	80076.223,47848.888,9793.785


 7588,	80076.223,44178.020,10276.634


 7589,	80076.223,44980.736,9169.801


 7590,	80076.223,44947.805,10644.993


 7591,	80076.223,43013.281,8855.892


 7592,	80076.223,42373.610,5647.337


 7593,	80076.223,42465.866,5073.438


 7594,	80076.223,42673.618,5696.252


 7595,	80076.223,43825.447,8667.616


 7596,	80076.223,43115.180,8038.911


 7597,	80076.223,41033.764,6881.979


 7598,	80076.223,42109.296,7079.704


 7599,	80076.223,42411.197,9173.151


 7600,	80076.223,42531.088,8483.902


 7601,	80076.223,43714.547,6749.414


 7602,	80076.223,43163.283,8429.310


 7603,	80076.223,41185.002,8562.094


 7604,	80076.223,42317.841,6946.497


 7605,	80076.223,42251.334,8518.775


 7606,	80076.223,42980.606,7537.194


 7607,	80076.223,40687.016,8345.156


 7608,	80076.223,41256.644,7406.910


 7609,	80076.223,42419.526,6854.938


 7610,	80076.223,40647.010,7698.272


 7611,	80076.223,40830.845,7126.857


 7612,	80076.223,41735.357,8331.699


 7613,	80076.223,42233.428,7345.249


 7614,	80076.223,39449.665,7338.445


 7615,	80076.223,40595.162,9338.674


 7616,	80076.223,42065.440,9163.773


 7617,	80076.223,42792.312,9405.952


 7618,	80076.223,40957.122,7529.020


 7619,	80076.223,39659.593,7280.137


 7620,	80076.223,39369.337,8237.102


 7621,	80076.223,41433.598,10169.422


 7622,	80076.223,42590.846,10595.999


 7623,	80076.223,46479.633,8049.598


 7624,	80076.223,44236.186,8963.038


 7625,	80076.223,43230.124,8315.083


 7626,	80076.223,42488.246,8836.371


 7627,	80076.223,45827.123,9516.650


 7628,	80076.223,46040.097,9360.527


 7629,	80076.223,44645.822,8939.244


 7630,	80076.223,44412.691,11447.152


 7631,	80076.223,45665.559,12305.508


 7632,	80076.223,45247.463,10861.779


 7633,	80076.223,46364.148,10617.897


 7634,	80076.223,46126.397,8926.891


 7635,	80076.223,47830.886,10391.884


 7636,	80076.223,47415.891,10706.546


 7637,	80076.223,48908.342,9982.643


 7638,	80076.223,45145.682,10693.896


 7639,	80076.223,45940.550,9552.110


 7640,	80076.223,47377.879,10366.733


 7641,	80076.223,49556.247,9533.516


 7642,	80076.223,46493.567,8631.727


 7643,	80076.223,45702.638,7761.961


 7644,	80076.223,45246.034,8150.845


 7645,	80076.223,42249.756,9558.042


 7646,	80076.223,40824.311,9229.757


 7647,	80076.223,38907.784,9463.613


 7648,	80076.223,40890.847,9413.101


 7649,	80076.223,39998.710,10678.271


 7650,	80076.223,42307.122,9233.853


 7651,	80076.223,42814.712,10086.788


 7652,	80076.223,43405.788,10233.885


 7653,	80076.223,44074.036,9068.646


 7654,	80076.223,42186.483,7263.644


 7655,	80076.223,40122.820,7081.070


 7656,	80076.223,42628.366,7072.705


 7657,	80076.223,42277.732,7091.024


 7658,	80076.223,41034.290,7223.477


 7659,	80076.223,40961.735,8054.877


 7660,	80076.223,42663.663,7968.562


 7661,	80076.223,42261.678,7477.168


 7662,	80076.223,40053.853,6892.367


 7663,	80076.223,40473.158,9534.472


 7664,	80076.223,42593.365,7187.270


 7665,	80076.223,41924.191,7377.532


 7666,	80076.223,41332.136,5759.203


 7667,	80076.223,41279.033,7131.728


 7668,	80076.223,41064.765,6385.391


 7669,	80076.223,41849.010,9051.750


 7670,	80076.223,41476.186,8373.820


 7671,	80076.223,43136.429,12217.356


 7672,	80076.223,45407.424,10202.912


 7673,	80076.223,44899.206,10101.242


 7674,	80076.223,42906.126,10495.188


 7675,	80076.223,44019.285,9387.122


 7676,	80076.223,46851.603,9439.548


 7677,	80076.223,44777.088,8052.805


 7678,	80076.223,45591.341,8882.151


 7679,	80076.223,44651.901,8400.760


 7680,	80076.223,46088.148,9645.941


 7681,	80076.223,47915.512,11152.759


 7682,	80076.223,47400.959,9337.077


 7683,	80076.223,46184.391,8884.278


 7684,	80076.223,45466.842,7117.484


 7685,	80076.223,44241.030,5842.518


 7686,	80076.223,42735.473,5371.898


 7687,	80076.223,43300.999,5749.598


 7688,	80076.223,44737.985,6951.147


 7689,	80076.223,40623.730,8627.638


 7690,	80076.223,40801.445,9363.490


 7691,	80076.223,40739.380,6474.008


 7692,	80076.223,39621.715,9049.288


 7693,	80076.223,40977.503,8474.759


 7694,	80076.223,40680.522,8661.033


 7695,	80076.223,42134.033,7384.014


 7696,	80076.223,42934.777,8518.230


 7697,	80076.223,46697.561,7726.951


 7698,	80076.223,44873.602,8003.930


 7699,	80076.223,44455.989,7866.502


 7700,	80076.223,44637.087,9039.016


 7701,	80076.223,44319.287,9845.338


 7702,	80076.223,44823.912,11142.862


 7703,	80076.223,43511.991,10101.780


