number	value fitness deviation


 4451,	771918.271,42596.070,6252.038


 4452,	771918.271,43831.047,8376.747


 4453,	771918.271,43419.833,11261.754


 4454,	771918.271,48094.717,12830.960


 4455,	771918.271,49947.842,11000.764


 4456,	771918.271,48304.161,12338.907


 4457,	771918.271,48955.741,8623.929


 4458,	771918.271,49388.262,8850.281


 4459,	771918.271,49129.247,10140.326


 4460,	771918.271,46713.714,10728.785


 4461,	771918.271,45982.672,10700.314


 4462,	771918.271,47220.440,11360.079


 4463,	771918.271,45960.358,10183.692


 4464,	771918.271,43159.262,9551.193


 4465,	771918.271,43742.254,11672.940


 4466,	771918.271,42389.446,8712.095


 4467,	771918.271,42377.568,9520.573


 4468,	771918.271,41864.955,9805.077


 4469,	771918.271,40911.409,10058.292


 4470,	771918.271,41206.281,8321.580


 4471,	771918.271,44135.366,8643.973


 4472,	771918.271,44112.411,8138.446


 4473,	771918.271,44748.584,8548.004


 4474,	771918.271,43779.273,7640.123


 4475,	771918.271,42833.154,10298.830


 4476,	771918.271,43329.051,10404.037


 4477,	771918.271,42930.804,8400.790


 4478,	771918.271,43301.141,8663.676


 4479,	771918.271,45946.665,7490.916


 4480,	771918.271,44148.503,9939.130


 4481,	771918.271,46188.981,9745.969


 4482,	771918.271,44114.273,9545.527


 4483,	771918.271,44371.318,10914.924


 4484,	771918.271,43567.684,10917.890


 4485,	771918.271,42981.517,7806.194


 4486,	771918.271,42907.704,8165.598


 4487,	771918.271,43338.889,8933.609


 4488,	771918.271,44763.162,9258.706


 4489,	771918.271,44578.272,8542.775


 4490,	771918.271,43992.730,8816.149


 4491,	771918.271,44277.668,8628.828


 4492,	771918.271,44765.356,8604.541


 4493,	771918.271,46047.135,7819.516


 4494,	771918.271,45745.453,7252.292


 4495,	771918.271,46008.088,8478.531


 4496,	771918.271,45506.930,8020.288


 4497,	771918.271,46098.541,9000.300


 4498,	771918.271,43025.429,8263.034


 4499,	771918.271,41631.998,10097.267


 4500,	771918.271,44844.388,8398.699


 4501,	771918.271,42887.239,10023.564


 4502,	771918.271,46419.335,9950.235


 4503,	771918.271,47210.578,9423.484


 4504,	771918.271,46418.846,9599.957


 4505,	771918.271,48417.364,8839.435


 4506,	771918.271,46087.144,7415.454


 4507,	771918.271,44537.749,7521.073


 4508,	771918.271,42309.353,6854.506


 4509,	771918.271,41526.350,6428.950


 4510,	771918.271,40182.465,7095.882


 4511,	771918.271,38501.842,7815.049


 4512,	771918.271,39641.271,8224.277


 4513,	771918.271,39872.588,8950.388


 4514,	771918.271,39507.503,8236.264


 4515,	771918.271,39425.047,8115.000


 4516,	771918.271,39976.761,8833.270


 4517,	771918.271,42116.688,7584.997


 4518,	771918.271,42211.806,7738.310


 4519,	771918.271,41821.488,10234.996


 4520,	771918.271,42307.152,10613.775


 4521,	771918.271,42791.124,12068.581


 4522,	771918.271,44113.701,12954.778


 4523,	771918.271,44579.631,9384.107


 4524,	771918.271,44519.733,10022.707


 4525,	771918.271,43037.483,6348.272


 4526,	771918.271,41664.307,6613.722


 4527,	771918.271,41595.391,6853.246


 4528,	771918.271,40334.090,6688.987


 4529,	771918.271,41443.727,8774.546


 4530,	771918.271,42137.990,9316.595


 4531,	771918.271,41044.787,8621.922


 4532,	771918.271,41399.763,8088.245


 4533,	771918.271,38878.854,7477.864


 4534,	771918.271,39242.459,7512.046


 4535,	771918.271,37763.406,8362.598


 4536,	771918.271,38832.384,10324.255


 4537,	771918.271,38088.996,8071.434


 4538,	771918.271,37956.371,7253.199


 4539,	771918.271,38655.159,8593.834


 4540,	771918.271,37482.841,8508.093


 4541,	771918.271,40051.074,7347.040


 4542,	771918.271,39869.069,7736.051


 4543,	771918.271,39053.034,9731.904


 4544,	771918.271,41268.159,9047.824


 4545,	771918.271,41178.645,10370.420


 4546,	771918.271,40240.947,11386.396


 4547,	771918.271,43554.300,8866.494


 4548,	771918.271,41952.478,8682.048


 4549,	771918.271,42010.982,7856.043


 4550,	771918.271,42551.559,9568.837


 4551,	771918.271,43634.274,7998.026


 4552,	771918.271,42555.953,9076.413


 4553,	771918.271,44211.388,9329.125


 4554,	771918.271,42372.481,8900.811


 4555,	771918.271,41518.975,10482.122


 4556,	771918.271,42590.967,11072.665


 4557,	771918.271,48126.059,11430.688


 4558,	771918.271,44519.626,9046.783


 4559,	771918.271,44746.782,11135.572


 4560,	771918.271,43130.456,10650.078


 4561,	771918.271,42714.988,9622.574


 4562,	771918.271,43932.801,7564.071


 4563,	771918.271,45778.833,8119.025


 4564,	771918.271,43138.443,10746.948


 4565,	771918.271,44820.466,9897.597


 4566,	771918.271,43369.050,9061.201


 4567,	771918.271,45050.247,9039.044


 4568,	771918.271,43016.411,9496.962


 4569,	771918.271,40285.368,9116.406


 4570,	771918.271,40473.633,9274.504


 4571,	771918.271,41864.461,10572.490


 4572,	771918.271,41139.714,7334.221


 4573,	771918.271,41836.694,6357.103


 4574,	771918.271,42111.048,6806.672


 4575,	771918.271,42214.503,6604.051


 4576,	771918.271,42639.916,8784.174


 4577,	771918.271,43840.305,8690.568


 4578,	771918.271,46159.039,8458.765


 4579,	771918.271,46829.350,8529.045


 4580,	771918.271,46239.843,7834.478


 4581,	771918.271,46529.015,8673.852


 4582,	771918.271,45789.710,7222.159


 4583,	771918.271,46179.469,9990.521


 4584,	771918.271,47252.738,8233.010


 4585,	771918.271,47038.912,7771.105


 4586,	771918.271,47273.017,9335.929


 4587,	771918.271,46717.869,7617.451


 4588,	771918.271,43957.746,6623.417


 4589,	771918.271,41756.045,9711.599


 4590,	771918.271,42878.196,10428.365


 4591,	771918.271,42938.065,10641.849


 4592,	771918.271,43474.024,8474.094


 4593,	771918.271,41944.876,9760.966


 4594,	771918.271,40044.034,9537.803


 4595,	771918.271,42881.797,10433.395


 4596,	771918.271,42069.341,7397.401


 4597,	771918.271,44132.452,7613.889


 4598,	771918.271,47035.709,9732.878


 4599,	771918.271,46387.843,9047.392


 4600,	771918.271,47358.284,8824.654


 4601,	771918.271,49235.213,8810.653


 4602,	771918.271,50243.473,10338.057


 4603,	771918.271,51009.410,8035.933


 4604,	771918.271,51518.950,9210.592


 4605,	771918.271,51259.966,9307.380


 4606,	771918.271,50073.412,7977.461


 4607,	771918.271,47806.184,8219.791


 4608,	771918.271,47466.772,8930.980


 4609,	771918.271,45702.830,8460.310


 4610,	771918.271,48292.959,9282.544


 4611,	771918.271,47312.103,8192.019


 4612,	771918.271,46350.341,8917.220


 4613,	771918.271,45497.492,8869.160


 4614,	771918.271,44619.940,6943.263


 4615,	771918.271,42537.698,5922.521


 4616,	771918.271,41086.171,7277.352


 4617,	771918.271,41805.692,6596.247


 4618,	771918.271,42190.935,7083.024


 4619,	771918.271,41244.947,6749.042


 4620,	771918.271,41220.131,7575.398


 4621,	771918.271,41116.653,6898.991


 4622,	771918.271,42902.641,8154.364


 4623,	771918.271,42865.432,6919.948


 4624,	771918.271,43694.260,6798.438


 4625,	771918.271,43320.614,8839.162


 4626,	771918.271,45075.501,8537.016


 4627,	771918.271,44546.026,9756.669


 4628,	771918.271,43868.450,9256.767


 4629,	771918.271,42888.853,11865.721


 4630,	771918.271,44052.375,10335.543


 4631,	771918.271,45456.966,8623.654


 4632,	771918.271,43786.613,9915.524


 4633,	771918.271,41784.665,7351.091


 4634,	771918.271,40531.723,7536.554


 4635,	771918.271,41696.396,8584.366


 4636,	771918.271,38500.076,8178.657


 4637,	771918.271,39000.253,7448.444


 4638,	771918.271,38611.903,6237.827


 4639,	771918.271,39923.299,6446.797


 4640,	771918.271,40911.068,7131.936


 4641,	771918.271,41618.825,9229.953


 4642,	771918.271,46268.585,9623.415


 4643,	771918.271,44893.897,9628.068


 4644,	771918.271,43409.796,8043.642


 4645,	771918.271,42199.030,8025.122


 4646,	771918.271,41032.684,8651.374


 4647,	771918.271,43704.360,12456.090


 4648,	771918.271,44921.231,10392.914


 4649,	771918.271,42007.317,8769.980


 4650,	771918.271,40053.509,6883.524


 4651,	771918.271,41103.048,8663.995


 4652,	771918.271,40845.243,9097.173


 4653,	771918.271,44847.311,9942.585


 4654,	771918.271,44346.108,7983.874


 4655,	771918.271,43779.512,7948.668


 4656,	771918.271,45178.345,9180.269


 4657,	771918.271,47651.214,9223.979


 4658,	771918.271,43491.031,9937.643


 4659,	771918.271,44091.462,10021.171


 4660,	771918.271,44790.307,10922.658


 4661,	771918.271,47554.297,8959.047


 4662,	771918.271,47247.240,9018.644


 4663,	771918.271,46805.763,7429.028


 4664,	771918.271,46463.087,9497.091


 4665,	771918.271,43865.683,6914.134


 4666,	771918.271,42764.323,7493.760


 4667,	771918.271,44834.227,7177.310


 4668,	771918.271,47244.840,8176.609


 4669,	771918.271,46758.957,8884.610


 4670,	771918.271,45339.082,9164.310


 4671,	771918.271,45434.434,7343.146


 4672,	771918.271,44046.877,9038.148


 4673,	771918.271,42743.011,6611.094


 4674,	771918.271,42520.415,6672.366


 4675,	771918.271,43432.843,7969.203


 4676,	771918.271,45722.754,10298.983


 4677,	771918.271,46246.408,9555.552


 4678,	771918.271,44849.918,10474.153


 4679,	771918.271,47046.153,13628.503


 4680,	771918.271,51162.534,13436.652


 4681,	771918.271,53132.984,11046.941


 4682,	771918.271,50628.367,11786.371


 4683,	771918.271,48147.590,8120.233


 4684,	771918.271,46685.768,7802.554


 4685,	771918.271,45866.382,8679.990


 4686,	771918.271,43357.924,7300.712


 4687,	771918.271,40094.497,8241.607


 4688,	771918.271,42551.506,9386.181


 4689,	771918.271,41386.070,8687.834


 4690,	771918.271,42337.204,7811.751


 4691,	771918.271,44638.783,11038.584


 4692,	771918.271,46136.881,10948.376


 4693,	771918.271,44814.960,10569.168


 4694,	771918.271,45346.987,11649.129


 4695,	771918.271,47060.308,8682.864


 4696,	771918.271,48371.693,8293.723


 4697,	771918.271,45795.424,7821.596


 4698,	771918.271,44311.842,7937.503


 4699,	771918.271,44561.193,8893.151


 4700,	771918.271,42418.467,9396.897


 4701,	771918.271,42714.075,10274.940


 4702,	771918.271,43157.823,9604.953


 4703,	771918.271,41520.329,7012.877


 4704,	771918.271,43992.834,9800.173


 4705,	771918.271,44075.764,7968.420


 4706,	771918.271,44840.975,7412.282


 4707,	771918.271,42767.770,7316.874


 4708,	771918.271,41436.357,7600.202


 4709,	771918.271,41781.080,8995.340


 4710,	771918.271,42689.965,8269.337


 4711,	771918.271,40773.013,9027.965


 4712,	771918.271,39569.996,7842.660


 4713,	771918.271,41916.319,9508.357


 4714,	771918.271,42425.056,8304.070


 4715,	771918.271,43314.729,9230.917


 4716,	771918.271,45836.436,9139.400


 4717,	771918.271,42975.933,9177.539


 4718,	771918.271,42212.586,10052.321


 4719,	771918.271,43675.027,9814.238


 4720,	771918.271,44539.413,8790.550


 4721,	771918.271,44945.521,10708.670


 4722,	771918.271,48282.409,8747.518


 4723,	771918.271,48198.285,7587.930


 4724,	771918.271,46811.097,7417.269


 4725,	771918.271,45695.088,7523.656


 4726,	771918.271,45584.271,8558.622


 4727,	771918.271,48522.433,7518.291


 4728,	771918.271,45360.627,9088.359


 4729,	771918.271,47865.060,8841.629


 4730,	771918.271,47092.203,8192.395


 4731,	771918.271,46345.615,5611.304


 4732,	771918.271,43375.226,7129.122


 4733,	771918.271,44781.682,6785.960


 4734,	771918.271,44910.471,8652.302


 4735,	771918.271,44401.602,8368.360


 4736,	771918.271,42410.126,9342.661


 4737,	771918.271,43304.943,9981.401


 4738,	771918.271,43184.637,8593.118


 4739,	771918.271,42110.342,9369.950


 4740,	771918.271,41444.793,8781.115


 4741,	771918.271,44505.888,9168.035


 4742,	771918.271,45916.100,9579.610


 4743,	771918.271,47026.397,7091.422


 4744,	771918.271,45464.708,8017.988


 4745,	771918.271,43721.648,8806.556


 4746,	771918.271,44098.114,7504.266


 4747,	771918.271,41983.569,9098.141


 4748,	771918.271,44532.363,6182.984


 4749,	771918.271,44527.797,6423.083


 4750,	771918.271,41562.678,8053.075


 4751,	771918.271,45291.251,7648.425


 4752,	771918.271,43747.987,6883.165


 4753,	771918.271,42884.113,6831.062


 4754,	771918.271,44294.995,9102.668


 4755,	771918.271,45184.637,9447.067


 4756,	771918.271,44356.818,9636.041


 4757,	771918.271,44231.432,7430.023


 4758,	771918.271,42613.558,8514.483


 4759,	771918.271,40807.605,9165.835


 4760,	771918.271,43199.754,10312.537


 4761,	771918.271,44403.961,9600.800


 4762,	771918.271,46202.477,9887.380


 4763,	771918.271,45334.634,10430.747


 4764,	771918.271,43936.088,8051.712


 4765,	771918.271,41995.703,8390.503


 4766,	771918.271,45182.700,7601.175


 4767,	771918.271,43983.241,9371.203


 4768,	771918.271,43250.958,9167.155


 4769,	771918.271,43221.326,9081.907


 4770,	771918.271,44308.094,7802.924


 4771,	771918.271,43538.566,6830.580


 4772,	771918.271,43481.697,8606.505


 4773,	771918.271,44354.542,11054.723


 4774,	771918.271,42415.730,7919.540


 4775,	771918.271,44414.269,8961.683


 4776,	771918.271,42186.915,9337.182


 4777,	771918.271,45642.153,10383.261


 4778,	771918.271,46706.440,7944.852


 4779,	771918.271,44028.769,8911.536


 4780,	771918.271,44934.769,9041.466


 4781,	771918.271,46168.475,8761.477


 4782,	771918.271,46258.277,9884.026


 4783,	771918.271,49884.923,8218.530


 4784,	771918.271,48505.021,8252.254


 4785,	771918.271,45797.290,8417.058


 4786,	771918.271,45624.962,9836.403


 4787,	771918.271,45203.204,7702.766


 4788,	771918.271,43162.097,7570.458


 4789,	771918.271,43882.692,5823.548


 4790,	771918.271,43721.169,6511.848


 4791,	771918.271,45855.088,7471.940


 4792,	771918.271,46284.643,7056.512


 4793,	771918.271,46190.239,8671.662


 4794,	771918.271,43858.900,8314.171


 4795,	771918.271,44132.942,7360.324


 4796,	771918.271,42159.756,9122.197


 4797,	771918.271,44196.842,8095.069


 4798,	771918.271,44138.626,8562.894


 4799,	771918.271,43920.196,10454.475


 4800,	771918.271,44752.868,8260.426


 4801,	771918.271,45322.552,9211.564


 4802,	771918.271,43719.511,9126.780


 4803,	771918.271,44668.596,9727.724


 4804,	771918.271,42001.166,8268.501


 4805,	771918.271,42818.348,8090.171


 4806,	771918.271,44356.096,9658.210


 4807,	771918.271,44875.540,9977.858


 4808,	771918.271,44173.635,10305.016


 4809,	771918.271,43804.670,8312.386


 4810,	771918.271,43150.834,8163.854


 4811,	771918.271,45185.601,9482.916


 4812,	771918.271,47055.088,9798.793


 4813,	771918.271,47365.816,8958.787


 4814,	771918.271,47532.443,8146.868


 4815,	771918.271,46697.619,10778.845


 4816,	771918.271,46235.864,10741.011


 4817,	771918.271,47014.443,9762.223


 4818,	771918.271,45645.451,10629.052


 4819,	771918.271,48020.812,10946.617


 4820,	771918.271,45473.467,11980.370


 4821,	771918.271,44863.685,11711.323


 4822,	771918.271,46594.582,9110.382


 4823,	771918.271,45786.515,7578.129


 4824,	771918.271,48452.555,11726.391


 4825,	771918.271,46003.226,8941.277


 4826,	771918.271,46938.120,8953.804


 4827,	771918.271,45873.261,7204.374


 4828,	771918.271,44832.251,6192.218


 4829,	771918.271,43618.683,9640.008


 4830,	771918.271,44815.004,10748.234


 4831,	771918.271,42950.205,10730.614


 4832,	771918.271,45060.846,8026.879


 4833,	771918.271,42915.592,7928.496


 4834,	771918.271,40995.102,8914.663


 4835,	771918.271,41255.404,8834.419


 4836,	771918.271,45385.663,10864.794


 4837,	771918.271,46101.277,10774.167


 4838,	771918.271,44877.696,9435.680


 4839,	771918.271,45483.972,9369.779


 4840,	771918.271,45052.290,8115.941


 4841,	771918.271,43513.043,8034.598


 4842,	771918.271,42543.927,7957.310


 4843,	771918.271,42631.623,8430.377


 4844,	771918.271,42850.465,8747.437


 4845,	771918.271,42674.016,9398.901


 4846,	771918.271,43865.077,9232.432


 4847,	771918.271,40747.389,8864.296


 4848,	771918.271,40758.246,8352.329


 4849,	771918.271,42464.925,9248.123


 4850,	771918.271,41027.640,9179.986


 4851,	771918.271,42759.035,8060.521


 4852,	771918.271,43045.303,7764.220


 4853,	771918.271,42314.921,7817.309


 4854,	771918.271,41163.433,7001.771


 4855,	771918.271,43183.752,8992.751


 4856,	771918.271,43666.624,9264.982


 4857,	771918.271,46904.278,10229.258


 4858,	771918.271,47299.685,11000.557


 4859,	771918.271,46480.144,10869.191


 4860,	771918.271,47492.103,9229.974


 4861,	771918.271,45372.681,7645.200


 4862,	771918.271,45049.178,8860.683


 4863,	771918.271,44884.943,10573.612


 4864,	771918.271,43939.368,9243.411


 4865,	771918.271,43688.794,7319.007


 4866,	771918.271,42499.934,8248.203


 4867,	771918.271,42973.250,7941.377


 4868,	771918.271,44700.225,7075.860


 4869,	771918.271,41122.930,7300.589


 4870,	771918.271,41600.372,6257.029


 4871,	771918.271,38769.778,8396.581


 4872,	771918.271,37458.156,8364.330


 4873,	771918.271,37593.802,6666.395


 4874,	771918.271,38087.615,6051.724


 4875,	771918.271,37817.352,7503.932


 4876,	771918.271,37054.639,7984.686


 4877,	771918.271,40851.859,7044.154


 4878,	771918.271,39824.539,8601.796


 4879,	771918.271,39335.501,8766.656


 4880,	771918.271,38406.392,7990.039


 4881,	771918.271,38094.375,8147.767


 4882,	771918.271,41055.332,9366.572


 4883,	771918.271,42304.690,8430.291


 4884,	771918.271,43253.256,8122.135


 4885,	771918.271,41034.438,10523.398


 4886,	771918.271,41918.453,11665.210


 4887,	771918.271,45233.242,13148.905


 4888,	771918.271,46760.308,10230.862


 4889,	771918.271,47873.794,9171.227


 4890,	771918.271,49029.409,10373.931


 4891,	771918.271,45923.349,8439.583


 4892,	771918.271,45551.217,6826.369


 4893,	771918.271,45648.796,6219.608


 4894,	771918.271,43741.128,9435.168


 4895,	771918.271,42616.598,8896.523


 4896,	771918.271,43631.393,9833.325


 4897,	771918.271,44757.118,6690.828


 4898,	771918.271,45824.403,8712.969


 4899,	771918.271,46551.129,7992.654


 4900,	771918.271,45975.438,6375.891


 4901,	771918.271,45161.748,8073.666


 4902,	771918.271,44919.819,8672.372


 4903,	771918.271,47812.809,7211.742


 4904,	771918.271,46100.782,7319.106


 4905,	771918.271,43519.457,7981.915


 4906,	771918.271,43382.297,8230.145


 4907,	771918.271,43812.872,9083.615


 4908,	771918.271,42840.535,9002.393


 4909,	771918.271,44476.404,8320.027


 4910,	771918.271,45031.110,9384.865


 4911,	771918.271,44992.984,8988.388


 4912,	771918.271,44667.523,7343.504


 4913,	771918.271,45459.341,7513.925


 4914,	771918.271,44024.427,8599.805


 4915,	771918.271,43665.781,9711.736


 4916,	771918.271,43905.924,7809.678


 4917,	771918.271,44691.464,7659.559


 4918,	771918.271,44159.235,8011.698


 4919,	771918.271,45942.999,10362.992


 4920,	771918.271,47500.305,10846.820


 4921,	771918.271,47624.127,9158.807


 4922,	771918.271,46604.167,9398.994


 4923,	771918.271,47467.449,10897.067


 4924,	771918.271,44919.710,9455.383


 4925,	771918.271,44860.655,10092.519


 4926,	771918.271,46137.267,7744.002


 4927,	771918.271,48435.474,6130.010


 4928,	771918.271,47286.683,8508.422


 4929,	771918.271,46885.010,6873.633


 4930,	771918.271,44435.345,6653.806


 4931,	771918.271,44340.690,7200.683


 4932,	771918.271,42613.784,7274.515


 4933,	771918.271,44051.137,9586.003


 4934,	771918.271,44814.234,7372.761


 4935,	771918.271,42179.502,7081.570


 4936,	771918.271,43438.529,7105.753


 4937,	771918.271,43974.851,11161.133


 4938,	771918.271,44728.751,7725.483


 4939,	771918.271,45171.238,8544.199


 4940,	771918.271,47305.108,7800.100


 4941,	771918.271,45754.378,9233.684


 4942,	771918.271,43940.411,9720.508


 4943,	771918.271,45529.746,9311.361


 4944,	771918.271,47469.556,10081.030


 4945,	771918.271,44312.247,9240.052


 4946,	771918.271,43508.333,8337.921


 4947,	771918.271,44266.974,9090.858


 4948,	771918.271,43849.422,8567.328


 4949,	771918.271,42535.218,7520.511


 4950,	771918.271,42328.750,9101.531


 4951,	771918.271,44076.713,8576.503


 4952,	771918.271,45116.635,9548.733


 4953,	771918.271,45489.590,10238.162


 4954,	771918.271,44548.158,8383.999


 4955,	771918.271,46119.715,9776.466


 4956,	771918.271,48293.856,13532.703


 4957,	771918.271,50614.693,11584.816


 4958,	771918.271,48687.696,11113.165


 4959,	771918.271,46505.939,9623.849


 4960,	771918.271,46128.152,9468.823


 4961,	771918.271,44520.325,9457.071


 4962,	771918.271,44691.513,8593.311


 4963,	771918.271,44341.235,7677.753


 4964,	771918.271,45211.690,7836.854


 4965,	771918.271,43585.606,7240.915


 4966,	771918.271,42166.542,9392.182


 4967,	771918.271,44788.134,10332.824


 4968,	771918.271,47895.333,10276.836


 4969,	771918.271,47045.023,9931.740


 4970,	771918.271,46274.461,10917.016


 4971,	771918.271,49041.087,9122.862


 4972,	771918.271,47113.822,10327.504


 4973,	771918.271,47041.273,10121.072


 4974,	771918.271,46838.994,9614.119


 4975,	771918.271,47320.248,9208.606


 4976,	771918.271,47387.390,7734.214


 4977,	771918.271,45703.804,8546.439


 4978,	771918.271,45904.660,9011.867


 4979,	771918.271,45506.636,7682.793


 4980,	771918.271,43413.786,9256.905


 4981,	771918.271,44282.237,8315.879


 4982,	771918.271,43699.743,9809.449


 4983,	771918.271,45857.979,9357.663


 4984,	771918.271,45058.695,7646.128


 4985,	771918.271,44213.002,7197.514


 4986,	771918.271,44850.486,8941.455


 4987,	771918.271,47183.956,10468.449


 4988,	771918.271,46183.335,9484.510


 4989,	771918.271,45785.706,8299.725


 4990,	771918.271,42290.251,6115.943


 4991,	771918.271,42060.190,8616.478


 4992,	771918.271,40373.373,8481.568


 4993,	771918.271,38860.971,8832.829


 4994,	771918.271,42354.052,9079.027


 4995,	771918.271,42273.762,5802.511


 4996,	771918.271,41562.937,7042.824


 4997,	771918.271,41531.878,8829.601


 4998,	771918.271,42537.296,8125.621


 4999,	771918.271,42724.039,7264.518


 5000,	771918.271,41551.052,8478.236


 5001,	771918.271,43319.819,8587.557


 5002,	771918.271,42991.430,7380.702


 5003,	771918.271,43099.468,9045.896


 5004,	771918.271,43939.200,10101.025


 5005,	771918.271,43433.207,9525.522


 5006,	771918.271,43434.154,8026.008


 5007,	771918.271,43667.450,8306.227


 5008,	771918.271,44534.586,10725.843


 5009,	771918.271,45604.118,8508.096


 5010,	771918.271,47130.739,7920.719


 5011,	771918.271,48050.597,8655.261


 5012,	771918.271,46966.346,8085.820


 5013,	771918.271,46123.569,7205.694


 5014,	771918.271,46575.445,6334.930


 5015,	771918.271,45037.072,10224.868


 5016,	771918.271,45421.937,10528.780


 5017,	771918.271,44004.335,7483.609


 5018,	771918.271,46676.369,7596.027


 5019,	771918.271,44136.026,8676.407


 5020,	771918.271,42442.654,9366.078


 5021,	771918.271,41256.318,9039.946


 5022,	771918.271,41527.610,6107.226


 5023,	771918.271,42108.193,7486.789


 5024,	771918.271,42601.225,8984.227


 5025,	771918.271,42177.564,8021.563


 5026,	771918.271,40335.873,7685.236


 5027,	771918.271,40653.372,8827.197


 5028,	771918.271,38880.014,7818.879


 5029,	771918.271,39421.963,7447.285


 5030,	771918.271,42065.699,7402.219


 5031,	771918.271,41042.933,7806.683


 5032,	771918.271,40967.227,6118.683


 5033,	771918.271,41314.418,5564.830


 5034,	771918.271,42759.432,9628.687


 5035,	771918.271,45095.709,11173.986


 5036,	771918.271,47816.452,10660.131


 5037,	771918.271,46217.180,7702.457


 5038,	771918.271,47673.761,9569.525


 5039,	771918.271,44988.100,10298.487


 5040,	771918.271,44038.471,8974.664


 5041,	771918.271,42111.597,8345.617


 5042,	771918.271,41567.999,8752.725


 5043,	771918.271,41709.901,7902.741


 5044,	771918.271,42128.184,6475.398


 5045,	771918.271,41644.902,7024.935


 5046,	771918.271,41196.834,7034.663


 5047,	771918.271,44058.059,6682.543


 5048,	771918.271,44868.838,8361.946


 5049,	771918.271,43466.262,7215.109


 5050,	771918.271,43636.488,8926.419


 5051,	771918.271,44963.957,10611.284


 5052,	771918.271,45452.046,11064.404


 5053,	771918.271,49640.682,8841.981


 5054,	771918.271,46303.343,8499.219


 5055,	771918.271,44825.515,8956.911


 5056,	771918.271,44906.492,10295.551


 5057,	771918.271,44032.257,8761.528


 5058,	771918.271,42729.993,8850.495


 5059,	771918.271,42073.819,9506.226


 5060,	771918.271,41441.598,9033.929


 5061,	771918.271,44116.471,10308.625


 5062,	771918.271,45348.586,10575.850


 5063,	771918.271,44555.588,9389.915


 5064,	771918.271,42845.704,8246.918


 5065,	771918.271,42747.962,6293.068


 5066,	771918.271,43361.657,7685.334


 5067,	771918.271,39880.619,6605.718


 5068,	771918.271,39526.278,7708.452


 5069,	771918.271,40587.255,8118.779


 5070,	771918.271,40774.725,8853.190


 5071,	771918.271,39109.989,8321.748


 5072,	771918.271,38459.282,6155.422


 5073,	771918.271,41312.824,7890.491


 5074,	771918.271,40266.677,7380.845


 5075,	771918.271,40996.143,7046.150


 5076,	771918.271,42013.987,6884.739


 5077,	771918.271,42988.381,9232.075


 5078,	771918.271,42998.176,8683.183


 5079,	771918.271,42261.818,8617.168


 5080,	771918.271,41103.406,8029.250


 5081,	771918.271,41989.385,7269.433


 5082,	771918.271,40671.899,9157.833


 5083,	771918.271,41615.241,7129.731


 5084,	771918.271,40131.402,9491.372


 5085,	771918.271,39677.679,9650.176


